N,alpha,M,conc_succ_prob,kappa_med,sigma_rel_med,sigma_abs_med,max_w_95per,pos_prob,nan_prob
20,5.875,352,0.0,20894.642639969046,1.5171097992216945e6,218070.34565409558,1.6641879869435218e6,0.0,0.0
20,6.25,375,0.0,15842.460817366069,1.2254798827694247e6,174804.42535214455,1.3538886385065538e6,0.0,0.0
20,6.625,397,0.0,14110.183900981763,1.0946901367066402e6,154489.90698754153,1.3081464646688062e6,0.0,0.0
20,7.0,420,0.0,12006.267529818164,962906.4186740015,138525.5012976494,1.0100071542495192e6,0.0,0.0
20,7.375,442,0.0,11114.614009337733,909771.4455224358,133468.30428182916,956071.1532936717,0.0,0.0
20,7.75,465,0.0,9496.797684072188,790133.3024819153,119517.83652029952,919212.4075468514,0.0,0.0
20,8.125,487,0.0,7745.328964447736,662881.8727619944,97760.00975189783,714788.3771900736,0.0,0.0
20,8.5,510,0.0,7051.072802123234,693366.2397537446,94032.72512744665,725340.0382401143,0.0,0.0
20,8.875,532,0.0,6697.982512721726,618775.9975736497,93659.40684383805,643501.1864307862,0.0,0.0
20,9.25,555,0.0,5534.664546818358,506051.30047804525,78210.30894264387,575619.5755917644,0.0,0.0
20,9.625,577,0.0,5158.503436386463,489058.75306081166,75103.84248768637,544584.2869931189,0.0,0.0
20,10.0,600,0.0,4896.907809462929,423380.90624551364,72757.63680743816,500357.0595979108,0.0,0.0
22,1.0,69,0.0,784664.7054121478,8.652064934669822e6,3.353606533257627e6,3.08294783828125e7,0.0,4.0
22,1.375,94,0.0,513043.49629941897,7.431474405651786e6,2.529708699155921e6,2.290932419893793e7,0.0,0.0
22,1.75,120,0.0,338136.6733948499,6.833772032281695e6,1.8667887369010877e6,1.5444473510155166e7,0.0,0.0
22,2.125,145,0.0,272775.90386034205,7.000627310910775e6,1.5549744248889026e6,1.5385118519921865e7,0.0,0.0
22,2.5,171,0.0,219529.2908773073,6.592476038630359e6,1.368532451280817e6,1.2449985919688664e7,0.0,0.0
22,2.875,196,0.0,207347.2776898242,7.131399795396835e6,1.339157813647187e6,1.0118031756323231e7,0.0,0.0
22,3.25,222,0.0,182319.50607376808,7.201645225408392e6,1.2422210564423557e6,1.2714010013183588e7,0.0,0.0
22,3.625,247,0.0,164850.9849576448,6.649399270029057e6,1.1820805146771858e6,1.3221840378417952e7,0.0,1.0
22,4.0,273,0.0,183290.86882495444,8.374365433352336e6,1.4476922818974236e6,1.4604679524438476e7,0.0,0.0
22,4.375,298,0.0,161556.8319052626,7.815611033656545e6,1.2898663595403666e6,1.2689831371847332e7,0.0,0.0
